timestamp,price_usd,total_volume_usd
2024-10-01T00:00:00,65000.0,
2024-10-01T00:50:29.458766,63243.27532464382,
2024-10-01T06:56:40.652236,72275.47740228914,37736432806.84199
2024-10-01T08:25:30.133968,63243.27532464382,37736432806.84199
2024-10-01T08:57:46.944962,72400.48434678516,37458811794.43775
2024-10-01T10:59:58.134735,72284.19779598617,38153224475.62543
2024-10-01T19:06:56.380341,72279.83759913765,33918775900.516575
2024-10-01T20:03:14.842569,67483.0525028324,30135637954.37258
2024-10-01T22:05:29.534486,67675.66729141292,26824401325.759163
2024-10-02T00:50:09.236572,60872.668543725544,24490444221.916714
2024-10-02T06:56:20.590239,72277.10247260839,26909154366.741257
2024-10-02T08:25:09.931109,60872.668543725544,24400493063.101868
2024-10-02T08:57:26.866707,72407.29280725915,27545359924.881897
2024-10-02T10:59:37.735014,72284.19779598617,30042218400.53427
2024-10-02T19:06:36.095433,72280.65013429728,27281936743.789482
2024-10-02T20:02:54.772297,67475.43926996036,24740451356.972023
2024-10-02T22:05:09.461206,67675.66729141292,22410157746.0678
2024-10-03T00:49:48.973308,60655.55979196848,20895986919.94014
2024-10-03T06:56:00.525454,72277.10247260839,23968234756.033154
2024-10-03T08:24:49.699727,60655.55979196848,22029240639.716843
2024-10-03T08:57:06.814223,72407.29280725915,25605244305.748695
2024-10-03T10:59:17.674879,72293.40358628792,28426590746.00084
2024-10-03T18:17:47.614411,70663.3610605133,31525746296.123726
2024-10-03T19:06:15.836807,71478.38232340061,28504855684.98577
2024-10-03T20:02:34.682509,67467.18192504288,25778926768.509827
2024-10-03T22:04:49.393819,67678.96693954944,23236117274.545006
2024-10-04T00:49:28.748609,60727.86395169296,21595286368.194374
2024-10-04T06:55:40.466012,72274.62984238226,24661329006.3683
2024-10-04T08:24:29.477584,60727.86395169296,22634223122.36826
2024-10-04T08:56:46.743256,72416.81919588374,26093033889.249405
2024-10-04T10:58:57.613644,72296.4272099527,27655189065.906773
2024-10-04T18:17:27.323328,70663.3610605133,30894599466.955856
2024-10-04T18:21:34.301940,70620.77208101255,32304583013.38875
2024-10-04T19:05:55.572290,71479.894135233,29146201629.3644
2024-10-04T20:02:14.599147,67467.18192504288,26303664359.365067
2024-10-04T22:04:29.329226,67678.96693954944,23665448030.699295
2024-10-05T00:49:08.490765,62103.01047283253,21948614938.35605
2024-10-05T06:55:20.403267,72274.62984238226,24950416018.318764
2024-10-05T08:24:09.264596,62103.01047283253,22870748859.41864
2024-10-05T08:56:26.668498,72416.81919588374,26286554946.83608
2024-10-05T10:58:37.536501,72296.4272099527,27813524476.659504
2024-10-05T18:17:07.163707,70703.27859414418,31026184969.668854
2024-10-05T18:21:14.135329,70624.01861511615,33305851328.930534
2024-10-05T18:58:19.873472,62103.01047283253,34997699476.92704
2024-10-05T19:05:35.325960,70663.64860463017,31349911295.0504
2024-10-05T20:01:54.514838,67469.3745055801,28089587031.12907
2024-10-05T22:04:09.261949,67684.94491308648,25114411216.812973
2024-10-06T00:48:48.269554,62091.932585194016,22987814239.843903
2024-10-06T06:55:00.343953,72272.90226545272,25820935704.597046
2024-10-06T08:23:49.059349,62091.932585194016,23565879729.849052
2024-10-06T08:56:06.596305,72410.86913494323,26588203381.542732
2024-10-06T10:58:17.454756,72294.66747010114,29077447051.719078
2024-10-06T18:20:53.851596,70624.01861511615,31711429396.062534
2024-10-06T18:57:59.645039,62091.932585194016,33269177427.235283
2024-10-06T19:05:15.050260,71459.34304260864,29935529440.7438
2024-10-06T20:01:34.442093,67469.3745055801,26932365513.969124
2024-10-06T22:03:49.196885,67684.94491308648,24167593611.863926
2024-10-07T00:48:28.053113,62811.79972811266,22213145290.340137
2024-10-07T06:54:40.283323,72272.90226545272,25187115655.00306
2024-10-07T08:23:28.841196,62811.79972811266,23047299689.272156
2024-10-07T08:55:46.415894,72410.86913494323,26163910621.070724
2024-10-07T10:57:57.384767,72297.11478004612,28757134982.784607
2024-10-07T18:57:39.425539,62811.79972811266,30835594043.035458
2024-10-07T19:04:54.788007,67554.45725407939,27943929467.240425
2024-10-07T20:01:14.381836,67474.43543547798,25277482941.919636
2024-10-07T22:03:29.136807,67687.29025589924,22830649590.371212
2024-10-08T00:48:07.831916,62287.39010510681,21093890315.390278
2024-10-08T06:54:20.222474,72275.2450949419,24953083723.549698
2024-10-08T08:23:08.624919,62287.39010510681,22830427333.445404
2024-10-08T08:55:26.343878,72408.83786485367,26288311855.19254
2024-10-08T10:57:37.317140,72297.11478004612,28858917810.702454
2024-10-08T18:57:19.163102,62287.39010510681,31220713154.766487
2024-10-08T19:04:34.540713,67292.25244257646,28261115713.791206
2024-10-08T20:00:54.197875,67467.1324243525,25531186630.57395
2024-10-08T22:03:09.067977,67687.29025589924,23038225335.63383
2024-10-09T00:47:47.604094,62185.230423727575,21257912684.808826
2024-10-09T06:54:00.160947,72277.34954359151,25093953203.83361
2024-10-09T08:22:48.386590,62185.230423727575,22939871849.69956
2024-10-09T08:55:06.278811,72408.83786485367,26377857368.491394
2024-10-09T10:57:17.251507,72305.357204387,29090968443.22713
2024-10-09T18:15:46.620146,70705.08572300832,32068665719.24296
2024-10-09T18:56:58.972083,62185.230423727575,33846870534.48145
2024-10-09T19:04:14.295548,71505.22146369766,30406324943.091003
2024-10-09T20:00:34.126911,67474.43543547798,27292170149.433743
2024-10-09T22:02:48.990907,67692.11281537237,24554762672.226223
2024-10-10T00:47:27.378470,60597.15045618275,22504528291.45347
2024-10-10T06:53:40.102911,72277.34954359151,26113911427.451954
2024-10-10T08:22:28.163052,60597.15045618275,23780195454.819977
2024-10-10T08:54:46.208060,72408.0722685071,27031126294.674713
2024-10-10T10:56:57.077623,72305.357204387,29625461201.01348
2024-10-10T18:15:26.077586,70705.08572300832,32505977975.613613
2024-10-10T18:19:33.321682,70638.35302381315,34818275404.98848
2024-10-10T18:56:38.798046,60597.15045618275,36386218868.7357
2024-10-10T19:03:54.042782,70671.71937341074,32346704270.60428
2024-10-10T20:00:14.050408,67476.56173048016,28879252607.12085
2024-10-10T22:02:28.944024,67679.32266676414,26334427648.75771
2024-10-11T00:47:07.149337,60195.18073772453,24122511454.258648
2024-10-11T06:53:20.050774,72276.0735255348,27442550558.012077
2024-10-11T08:22:07.745098,60195.18073772453,25158944154.03235
2024-10-11T08:54:26.149546,72408.0722685071,28159193412.212105
2024-10-11T10:56:36.991233,72305.79372197748,30546821757.127117
2024-10-11T18:15:05.922776,70611.75789852043,33320649774.35556
2024-10-11T18:19:13.173646,70649.24703778262,35528348460.38689
2024-10-11T18:56:18.605044,60195.18073772453,36988949433.18462
2024-10-11T19:03:33.804733,70630.50246815154,32840906460.49084
2024-10-11T19:59:53.982056,67476.56173048016,29283599853.391674
2024-10-11T22:02:08.861877,67679.32266676414,26665257213.888382
2024-10-12T00:46:46.925160,62392.34048293159,24394249190.15755
2024-10-12T06:52:59.989942,72276.0735255348,27664881432.838455
2024-10-12T08:21:47.528659,62392.34048293159,25340851233.43575
2024-10-12T08:54:06.095680,72407.49176693284,28316533792.89005
2024-10-12T08:54:24.978042,72408.0722685071,30742675844.00477
2024-10-12T10:56:16.925058,72306.1186170987,32662973118.499313
2024-10-12T18:18:52.623389,70649.24703778262,34990249378.322685
2024-10-12T18:55:58.431144,62392.34048293159,36207242253.57815
2024-10-12T19:03:13.566938,71477.68282744067,31808668826.851646
2024-10-12T19:59:33.913316,67494.39236795469,28487193972.160294
2024-10-12T22:01:48.794288,67677.86633152892,26014492535.60712
2024-10-13T00:46:26.689912,63207.77062127557,23746504279.32386
2024-10-13T06:52:39.922119,72275.14171520136,27139800943.83189
2024-10-13T08:21:27.311303,63207.77062127557,24912080057.88388
2024-10-13T10:55:56.860986,72306.1186170987,27892485657.127678
2024-10-13T18:55:38.250844,63207.77062127557,30431483427.453804
2024-10-13T19:02:53.356315,67741.45616823847,27162471075.049393
2024-10-13T19:59:13.845143,67494.39236795469,24685759447.95845
2024-10-13T22:01:28.722311,67672.7876859993,22886978950.11826
2024-10-14T00:46:06.452021,62829.533686088886,21187629527.56025
2024-10-14T06:52:19.858462,72273.09336064945,25043069531.54782
2024-10-14T08:21:07.109419,62829.533686088886,23179323563.964108
2024-10-14T10:55:36.800769,72305.69726684024,26480548592.5545
2024-10-14T18:55:17.998575,62829.533686088886,29277595282.15397
2024-10-14T19:02:33.146323,67551.31352336917,26669664182.74002
2024-10-14T19:58:53.767747,67489.02868190578,24281856901.94523
2024-10-14T22:01:08.638644,67672.7876859993,22556513230.652897
2024-10-15T00:45:46.220040,66049.99492708022,21144868408.686443
2024-10-15T06:51:59.799296,72273.09336064945,25008083161.560165
2024-10-15T08:20:46.889906,66049.99492708022,23150698352.156025
2024-10-15T10:55:16.730157,72305.69726684024,26457127964.711525
2024-10-15T18:13:45.236037,70596.78185093321,29983755555.41899
2024-10-15T18:54:57.816193,66049.99492708022,32239899917.9777
2024-10-15T19:02:12.920492,68323.38838900672,29089135851.471947
2024-10-15T19:58:33.702124,67489.02868190578,26261424630.907715
2024-10-15T22:00:48.566899,67685.4781792247,23794853060.393303
2024-10-16T00:45:25.991685,66962.21994496793,21929738710.93428
2024-10-16T06:51:39.741681,72276.37634125436,25648732832.73268
2024-10-16T08:20:26.642966,66962.21994496793,23446549433.75741
2024-10-16T08:52:45.905717,72418.39600563403,26800243474.466305
2024-10-16T08:53:04.791763,72418.39600563403,29544174962.31904
2024-10-16T10:54:56.658655,72300.73072273795,31685471034.39142
2024-10-16T18:13:25.080968,70594.35596045975,34263190385.073536
2024-10-16T18:17:32.088698,70663.3610605133,36301146000.819565
2024-10-16T18:54:37.639188,66962.21994496793,37643102448.79174
2024-10-16T19:01:52.719184,70628.85851048652,33513035684.0725
2024-10-16T19:58:13.632012,67478.49245393845,29941205151.16768
2024-10-16T22:00:28.503489,67685.4781792247,26805582576.96964
2024-10-17T00:45:05.677195,67647.54414766871,24453288972.628975
2024-10-17T06:51:19.565248,72276.37634125436,27713455774.11925
2024-10-17T08:20:06.381102,67647.54414766871,25196094315.75139
2024-10-17T08:52:25.842116,72420.91853026193,28061741524.54121
2024-10-17T08:52:44.711461,72418.39600563403,30576309730.56214
2024-10-17T10:54:36.594958,72301.70878886251,32536035671.008217
2024-10-17T18:13:04.794448,70594.35596045975,34959106905.941826
2024-10-17T18:17:11.936506,70703.27859414418,36872570593.62712
2024-10-17T18:54:17.400593,67647.54414766871,38111650835.319214
2024-10-17T19:01:32.507830,70648.81727730198,33897527817.14795
2024-10-17T19:57:53.416749,67478.49245393845,30255789623.683956
2024-10-17T22:00:08.448956,67688.92275216346,27000159739.225437
2024-10-18T00:44:45.458608,67328.10527002988,24612488469.020084
2024-10-18T06:50:59.517889,72278.67487338313,27855206635.00686
2024-10-18T08:19:46.169219,67328.10527002988,25312072292.841248
2024-10-18T08:52:05.782059,72420.91853026193,28156632596.70564
2024-10-18T08:52:24.645004,72420.91853026193,30484000118.049232
2024-10-18T10:54:16.533685,72301.70878886251,32460509624.406746
2024-10-18T18:12:44.627472,70574.33442319917,34894498115.60064
2024-10-18T18:16:51.631498,70703.27859414418,36819708856.07524
2024-10-18T18:53:57.195852,67328.10527002988,38019576299.6276
2024-10-18T19:01:12.268645,70638.80650867167,33821038131.094524
2024-10-18T19:27:08.113510,67671.27410501218,30385870538.65837
2024-10-18T19:57:33.344389,67475.09435788459,27384134789.461903
2024-10-18T21:59:48.376490,67691.96740209713,24643643733.717575
2024-10-19T00:44:25.188881,68465.61920668735,22781521263.11197
2024-10-19T06:50:39.452229,72285.7074835753,26346626617.569252
2024-10-19T08:19:25.949051,68465.61920668735,24079298854.025352
2024-10-19T10:53:56.463404,72296.48868081938,27219930631.172314
2024-10-19T18:12:24.322726,70574.33442319917,30606751666.59065
2024-10-19T18:53:37.006013,68465.61920668735,32749087856.779076
2024-10-19T19:00:51.820556,69519.97681494325,29508696961.61624
2024-10-19T19:26:47.904230,67671.79851321141,26857468047.392105
2024-10-19T19:57:13.296448,67475.09435788459,24497260023.880413
2024-10-19T21:59:28.290095,67691.96740209713,22281655289.1509
2024-10-20T00:44:04.964120,68388.87128965274,20848923586.710857
2024-10-20T06:50:19.389633,72285.7074835753,24765410336.87743
2024-10-20T08:19:05.768021,68388.87128965274,22785576442.550224
2024-10-20T10:53:36.272234,72296.48868081938,26161430476.329025
2024-10-20T18:12:04.185075,70577.14803775416,29726464030.39245
2024-10-20T18:53:16.787565,68388.87128965274,32028852518.071457
2024-10-20T19:00:31.724374,69483.00966370344,28929452342.27992
2024-10-20T19:26:27.732032,67641.68504129066,26372891759.39186
2024-10-20T19:56:53.235242,67489.2463341145,24099804805.1227
2024-10-20T21:59:08.222963,67697.85174421368,21966895597.875557
2024-10-21T00:43:29.098217,68962.82918045693,20585576638.926098
2024-10-21T00:43:44.901741,68962.82918045693,19364728797.468895
2024-10-21T06:49:59.329410,72303.5625731201,23550823872.47075
2024-10-21T08:18:45.554980,68962.82918045693,24246770066.134476
2024-10-21T10:53:16.093802,72296.48868081938,27356952531.98887
2024-10-21T18:11:43.896677,70577.14803775416,30704618439.56868
2024-10-21T18:52:56.457492,68962.82918045693,32828915397.82512
2024-10-21T19:00:11.507912,69769.98860910555,29198847258.781357
2024-10-21T19:26:07.515735,67668.56174309635,26228791508.65464
2024-10-21T19:56:33.044943,67489.2463341145,23981904599.974064
2024-10-21T21:58:48.158315,67697.85174421368,21870431793.663036
2024-10-22T06:49:39.147812,72303.5625731201,25600944505.7205
2024-10-22T08:18:25.349168,67394.85775735618,23376632245.043674
2024-10-22T08:50:45.606344,72423.28047491862,26443900155.559116
2024-10-22T08:51:04.453317,72421.17970886473,29140193122.203796
2024-10-22T10:52:56.037180,72293.92908117644,31366857353.37802
2024-10-22T18:11:23.723379,70531.68900189799,33982673567.88838
2024-10-22T18:15:31.097423,70705.08572300832,36070969912.14762
2024-10-22T18:52:36.226393,67394.85775735618,37408534460.39135
2024-10-22T18:59:51.290330,70618.38736245316,32627421159.410378
2024-10-22T19:25:47.312915,67637.61597410853,29410341930.654823
2024-10-22T19:56:12.959826,67494.97472383494,26586040345.008263
2024-10-22T21:58:28.073308,67702.41604489631,23806799846.841824
2024-10-23T06:49:19.087630,72304.29317383507,27180454403.30561
2024-10-23T08:18:05.132573,67351.04793512498,24857659840.054916
2024-10-23T08:50:25.549198,72423.28047491862,27655650006.022858
2024-10-23T08:50:44.392270,72423.28047491862,29944914687.269356
2024-10-23T10:52:35.964830,72292.9138258635,32043479362.661877
2024-10-23T18:11:03.404707,70531.68900189799,34536273393.666084
2024-10-23T18:15:10.940428,70611.75789852043,36584746567.88744
2024-10-23T18:52:16.010391,67351.04793512498,37863962367.82729
2024-10-23T18:59:31.062297,70571.72345020922,33283664696.49304
2024-10-23T19:25:27.114587,67671.98808626704,29536148419.94683
2024-10-23T19:54:09.962871,67505.39834198215,26896818884.59805
2024-10-23T19:55:52.891509,67494.97472383494,24529521489.143627
2024-10-23T21:58:07.992506,67702.99241919322,22137121814.43959
2024-10-24T06:48:59.041143,72305.60025098584,25822926717.74849
2024-10-24T08:17:44.912200,66683.96806542306,23754805422.260334
2024-10-24T08:50:05.492140,72451.68638358812,26747681268.40376
2024-10-24T08:50:24.336495,72423.28047491862,29202031174.67191
2024-10-24T08:59:01.966611,66683.96806542306,31210135643.43676
2024-10-24T09:16:01.543396,66683.96806542306,32850313556.350784
2024-10-24T10:52:15.900371,72281.8982968608,34421715218.97943
2024-10-24T18:10:43.248299,70518.10078742323,36467135616.93228
2024-10-24T18:14:50.649813,70611.75789852043,38164542932.37797
2024-10-24T18:51:55.778110,66683.96806542306,39529449200.621994
2024-10-24T18:59:10.857419,70564.92934297182,35030914220.75589
2024-10-24T19:25:06.909492,67672.35300497476,31375819532.93808
2024-10-24T19:53:49.877910,67523.57694667828,28401444441.720226
2024-10-24T19:55:32.808526,67491.14569709994,25971785944.10551
2024-10-24T21:57:47.923795,67702.99241919322,23317156368.499313
2024-10-25T06:48:38.986467,72305.60025098584,26788409534.706444
2024-10-25T08:17:24.691686,68214.05205157402,24650069549.857925
2024-10-25T08:30:36.860498,68214.05205157402,22902479214.39999
2024-10-25T08:58:41.741254,68214.05205157402,23627516817.319084
2024-10-25T09:15:41.484384,68214.05205157402,27042340811.01353
2024-10-25T09:23:54.400792,68214.05205157402,25937234184.946915
2024-10-25T10:51:55.840441,72281.8982968608,28765559369.649
2024-10-25T18:10:22.959201,70518.10078742323,31839371740.207382
2024-10-25T18:51:35.557140,68214.05205157402,33974445070.035904
2024-10-25T18:57:45.065024,69366.07641949863,30040981728.5075
2024-10-25T18:58:50.788629,70518.10078742323,26822693539.98426
2024-10-25T19:24:46.838757,67578.15957197406,24505025711.80073
2024-10-25T19:53:29.802508,67523.57694667828,22779885860.78967
2024-10-25T19:55:12.740266,67491.14569709994,21372328923.344147
2024-10-25T21:57:27.840645,67702.9455590737,19553576387.857536
2024-10-26T06:48:18.923728,72305.85972416017,23713924624.29553
2024-10-26T08:17:04.427347,66585.66535501445,22134581895.885357
